DatasetName,ProjectID,RequirementText,Label
SeqReq,ePurse,"The cardholder must have an account relationship with the card issuer, and funds removed from the card are credited to the cardholder account only after the card issuer authenticates the card",Security
SeqReq,ePurse,"The issuer needs only to authenticate the card, and the card needs only to authenticate the issuer and that the data is the same as used by the issuer",Security
SeqReq,ePurse,"The card generates S1, using data from the card and load device, and sends S1 to the card issuer to authenticate the card and the data that is to be used in the transaction",Security
SeqReq,ePurse,"The card issuer generates S2, which is sent to the card to allow the card to validate the card issuerƒ??s authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended",Security
SeqReq,ePurse,"In the case of an unsuccessful completion, exception processing outlined in the On-line Exception Processing section is performed",Non-Security
SeqReq,ePurse,"During a purchase transaction, the CEP card must ensure that it is dealing with an authentic POS device, and it must generate a signature to allow the card issuer to verify the integrity of the transaction",Security
SeqReq,ePurse,"The POS device must ensure that it is dealing with an authentic card, and guarantee integrity of transactions and batches to the merchant acquirer",Security
SeqReq,ePurse,"In the case of a reversal, the CEP card must re-authenticate the PSAM",Security
SeqReq,ePurse,"The card must ensure that the transaction is performed by the same POS device as was used for the purchase being canceled, and that the amount of the cancellation is the same as the amount of the purchase, or, in the case of an incremental purchase, the same as the amount of the last step",Security
SeqReq,ePurse,"During a Cancel Last Purchase transaction, the CEP card is authenticated by the PSAM in the POS device",Security
SeqReq,ePurse,"The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM, and that the transaction being canceled is part of the active batch",Security
SeqReq,ePurse,The card issuer and the merchant acquirer also authenticate the transaction when they receive it,Security
SeqReq,ePurse,Transmissions between host systems should be protected by MACs based on unique keys that are shared by the nodes involved,Security
SeqReq,ePurse,"The transaction signatures ensure end to end integrity of transmitted data for load, unload, and currency exchange transactions",Security
SeqReq,ePurse,These totals are used by the merchant acquirer to ensure the integrity of the batch,Security
SeqReq,ePurse,"The count and amount of the transactions in the batch must be protected by the S4 MAC,  This information is not part of the card issuerƒ??s verification process",Security
SeqReq,ePurse,Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs,Security
SeqReq,ePurse,These merchant acquirers must then assign unique identifiers to PSAMs,Security
SeqReq,ePurse,"Each PSAM must maintain a transaction count, The unique PSAM ID and the transaction count are used during a conversation with a CEP card. The transaction count must not be reset during the life of the PSAM",Security
SeqReq,ePurse,"Contain the CA public RSA key, the PSAMƒ??s private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card",Security
SeqReq,ePurse,"Perform the calculation required to generate a signature using the PSAMƒ??s private RSA key, to allow the CEP card to validate the PSAM",Security
SeqReq,ePurse,Contain the latest transaction count and amount of batches that have not been deleted from the POS device by the merchant or merchant acquirer,Non-Security
SeqReq,ePurse,Contain the details of a transaction between the initialize command for that transaction and the initialize command for the next transaction,Non-Security
SeqReq,ePurse,"Be the entity that maintains control over the flow of a transaction, ensuring that all security is enforced",Security
SeqReq,ePurse,Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction,Security
SeqReq,ePurse,Ensure that each batch of transactions is cleared and settled once and only once,Non-Security
SeqReq,ePurse,Send transactions to card issuers or their processors in a standard format defined in agreement with the scheme provider,Non-Security
SeqReq,ePurse,"Ensure that CA public keys, aggregation parameters, blocking lists and issuer certificate revocation lists from the scheme providers are sent to the POS devices",Security
SeqReq,ePurse,"Share one or more MAC keys with connecting processors, create a MAC on each transmission sent to another processor, and verify the MAC on each transmission received from another processor",Security
SeqReq,ePurse,Send transactions to other processors in a standard format defined in agreement with the scheme provider,Non-Security
SeqReq,ePurse,"If a supported scheme provider has a dispute resolution process, participate in that dispute resolution process with connecting processors to resolve any issues related to invalid transactions. These resolution processes should include a mechanism for repayment of funds associated with invalid transactions",Non-Security
SeqReq,ePurse,"The scheme provider must ensure that the entire process between merchants, merchant acquirers, card issuers, and processors is auditable and reconcilable",Security
SeqReq,ePurse,"If errors in the card issuer MAC are discovered by the card issuer during its processing of the transactions, a dispute mechanism, established by the scheme provider, may be used to have money refunded",Security
SeqReq,ePurse,"If a scheme provider establishes a central error repository, all transactions for the scheme with MAC errors must be sent to that central error repository whether or not they are submitted to the dispute process",Security
SeqReq,ePurse,"Payment for a transaction is only required when a detail transaction is submitted for payment, A merchant acquirer may choose to pay the merchant using the batch total",Non-Security
SeqReq,ePurse,The timing of payment to the merchant must be established between the merchant and the merchant acquirer,Non-Security
SeqReq,ePurse,"A purchase transaction may be reversed, prior to the removal of the CEP card from the POS device, by sending a purchase reversal command to the CEP card, The CEP card must authenticate the PSAM using certificates previously exchanged",Security
SeqReq,ePurse,The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM,Security
SeqReq,ePurse,"The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction, computes a new S4 MAC on the updated batch total count and amount, and logs the transaction",Security
SeqReq,ePurse,"The CEP card authenticates the PSAM using the certificates previously received and the S2, The CEP card increments the value of the purse and logs the transaction",Security
SeqReq,ePurse,The CEP card sends a response to the reversal command to the POS device. The reversal is considered to be successful even in the event of a negative response or no response from the CEP card,Non-Security
SeqReq,ePurse,"After the CEP card is inserted in the POS device, the POS device initiates the cancel last purchase transaction",Non-Security
SeqReq,ePurse,"If the POS device supports multiple applications or multiple transaction types, an interaction between the terminal and consumer or sales agent determines the CEP application and the function to be performed (cancel last purchase transaction)",Non-Security
SeqReq,ePurse,"The CEP card verifies that the PSAM is the PSAM used in the original transaction, computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled, and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch, the command is not allowed",Security
SeqReq,ePurse,The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,Security
SeqReq,ePurse,The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it,Security
SeqReq,ePurse,"A credit command, which contains the S2 MAC computed by the PSAM using the session key, is sent to the CEP card",Security
SeqReq,ePurse,The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,Security
SeqReq,ePurse,A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data,Security
SeqReq,ePurse,The batch is sent to the merchant acquirer. Delivery may involve transmission to multiple intermediate locations or it may be direct to the merchant acquirer,Non-Security
SeqReq,ePurse,The merchant acquirer validates the batch to ensure that it has been transmitted correctly and enters it into the log,Non-Security
SeqReq,ePurse,"If the business rules allow this transaction is to be aggregated, the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer, a new aggregation record for the card issuer must be created",Non-Security
SeqReq,ePurse,The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch,Non-Security
SeqReq,ePurse,"Each POS transaction completed at the POS device is given a S5 MAC by the PSAM, which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC, which must also be validated by the merchant acquirer",Security
SeqReq,ePurse,"The merchant acquirer validates the PSAMƒ??s MACs prior to accepting the POS transactions for payment. In addition, selected data elements are validated to ensure correct processing by the POS device and its PSAM",Security
SeqReq,ePurse,"Each purchase transaction is signed by the CEP card with a S6 MAC, which is used by the card issuer to validate that the transaction was made with a legitimate, not counterfeit, CEP card. The card issuer validates the CEP cardƒ??s MAC",Security
SeqReq,ePurse,"Payment decisions are based on signature validations, scheme provider rules, and merchant and merchant acquirer agreements",Security
SeqReq,ePurse,"After investigation, if the merchant acquirer decides, based on scheme rules, to accept the transactions, a method must exist to settle them and forward them to the card issuer",Non-Security
SeqReq,ePurse,"A transaction that passes merchant acquirer validations and is forwarded to the card issuer is paid for by the card issuer. If the transaction does not pass card issuer validations, the card issuer may follow the scheme providerƒ??s dispute procedures",Non-Security
SeqReq,ePurse,"Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement, the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions",Security
SeqReq,ePurse,POS transactions that were rejected for payment by the merchant acquirer are flagged with an error code indicating the type of validation failure and are forwarded to the card issuer for CEP card history information only,Non-Security
SeqReq,ePurse,All load transactions are on-line transactions. Authorization of funds for load transactions must require a form of cardholder verification. The load device must support on-line encrypted PIN or off-line PIN verification,Security
SeqReq,ePurse,Off-line PIN verification must include both encrypted and unencrypted PIN,Security
SeqReq,ePurse,The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted),Security
SeqReq,ePurse,"Since these transactions are on-line to the issuer, the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",Security
SeqReq,ePurse,Card issuers must inform their cardholders as to which currencies they support in electronic purses,Non-Security
SeqReq,ePurse,Load acquirers must determine the currencies that they must support for load transaction,Non-Security
SeqReq,ePurse,"The CEP application must contain data that indicates the presence of a linked financial institution. If a linked financial institution is established for the CEP application, then linked loads must be allowed and data in the application must indicate whether linked loads are supported",Non-Security
SeqReq,ePurse,"Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented. As a result, the design specification must not preclude dual-leg transactions** from taking place either sequentially or in parallel. The design of a given implementation will vary depending on the device, host, and network capabilities",Non-Security
SeqReq,ePurse,"Unload and currency exchange transactions are optional for CEP card issuers. The CEP card must indicate whether the card issuer supports these transactions. However, if a card issuer issues multi-currency capable cards, it must provide its cardholder with a facility to remove any remaining value. As a result, if a card issuer supports loading of multiple currencies onto a card, then it must support the unload or currency exchange transaction or both",Non-Security
SeqReq,ePurse,The card issuer must establish its policies for assigning and adjusting slot maximum balances. These policies may require the card issuer to maintain a card database,Non-Security
SeqReq,ePurse,"Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load, a partial unload, and a currency exchange transaction. On a currency exchange transaction, only the ƒ??toƒ? currency maximum balance may be updated",Non-Security
SeqReq,ePurse,"A CEP card may contain currencies that the load acquirer does not support. As a result, load devices must use the alphabetic issuer-supplied currency code and currency exponent from the CEP slot(s) to display the source amounts for the currency conversion transaction",Non-Security
SeqReq,ePurse,Card issuers must provide an alphabetic currency code in each message that establishes a new currency. This alphabetic currency code and the currency exponent will be used by the load device to display currency balances. This allows the cardholder to identify the currency being displayed,Non-Security
SeqReq,ePurse,"Script messages that conform to EMV specifications may be included as part of load, unload and currency exchange messages from the card issuer to the CEP card. An update key must be used when card parameters are changed. Script messages may be sent to the CEP card either before or after the credit for load, debit of unload and currency exchange commands",Non-Security
SeqReq,ePurse,All on-line messages must have the ability to include card issuer discretionary data from the CEP card,Non-Security
SeqReq,ePurse,The card issuer must notify the cardholder if the assessment of service fees by the card issuer during the currency exchange transaction may result in a balance of zero after the transaction has completed,Non-Security
SeqReq,ePurse,The card issuer must have the ability to deactivate a CEP application in the response to a load or currency exchange transaction,Non-Security
SeqReq,ePurse,"The CEP card may support multiple currencies. Each currency occupies a ƒ??slotƒ? within the CEP. The slots are defined by the currency supported. The currency for an individual slot is determined during load or currency exchange. Currency exchange could apply to a single slot, and then only for the total balance",Non-Security
SeqReq,ePurse,"It is a card issuerƒ??s decision to determine the currencies that are allowed to occupy slots in the CEP card. This decision is made by the card issuer during the load or currency exchange transaction, by approving or rejecting the request to authorize the transaction",Non-Security
SeqReq,ePurse,A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency,Non-Security
SeqReq,ePurse,"The CEP card limits each slot to a maximum balance. The maximum balance for a slot is established when a currency is assigned to the slot, and is determined externally by the card issuer or by CEP card data which indicates a maximum balance in a reference currency. There is no requirement that all slot maximums have the same relative value, and there is no requirement for the card to maintain a maximum total value",Non-Security
SeqReq,ePurse,Only one version of the CA public key is required in the card. This requires that the PSAMs with which the CEP card exchanges cryptograms must be capable of generating and validating cryptograms using the relevant keys from all current cards,Security
SeqReq,ePurse,"Two-way, or mutual, authentication, where the card authenticates the terminal and the terminal authenticates the card for each transaction, must be performed for off-line transactions",Security
SeqReq,ePurse,"For increased security and convenience, asymmetric cryptography must be used as the authentication security for off-line transactions",Security
SeqReq,ePurse,"The card must authenticate the terminal at the point of sale, ensuring that it is genuine and valid, and use a two-way authentication process",Security
SeqReq,ePurse,"The terminal must authenticate the card and the transaction at the point of sale, ensuring that they are genuine and valid",Security
SeqReq,ePurse,The terminal must participate in a two-way authentication process with the card,Security
SeqReq,ePurse,"For cancel last purchase transactions, the terminal must validate the card and sign the cancellation",Security
SeqReq,ePurse,The terminal must secure transactions by retaining the cardƒ??s symmetric MACing key signature as part of the transaction,Security
SeqReq,ePurse,The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer,Security
SeqReq,ePurse,"Incremental purchase transactions must use two-way authentication for the initial session authentication, and at least one-way, with the terminal authenticating the card, for the remaining increments or some of the remaining increments",Security
SeqReq,ePurse,Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,Security
SeqReq,ePurse,The issuer host must authenticate the card upon the load/unload request,Security
SeqReq,ePurse,The card must authenticate the issuer host upon the response to the request,Security
SeqReq,ePurse,A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,Security
SeqReq,ePurse,"The management of keys must be accomplished in a secure, certified environment",Security
SeqReq,ePurse,"There may be multiple certification authorities that manage keys for the system, including the possibility of one overall highest level certification authority (perhaps on an international level), and domestic certification authorities for each country or region",Security
SeqReq,ePurse,"The system must protect the integrity of key transaction data including transaction identification, currency code and amount. If tampering is suspected, the system must cause the transaction to fail",Security
SeqReq,ePurse,Expired cards must not be used for loading electronic value,Non-Security
SeqReq,ePurse,"The time period during which a cardholder can unload electronic value, perform a purchase or a currency exchange from an expired card may be determined by each issuer",Non-Security
SeqReq,ePurse,"Consumers must be able to load electronic value to their cards at any participating load device, regardless of the location, provided that the currency that is requested is supported by the acquirer and the card issuer",Non-Security
SeqReq,ePurse,"Funds issuers must accept funds authorization requests, regardless of the load currency type, as permitted",Security
SeqReq,ePurse,Load devices that are available to the general public should support multiple sources of funding and support both linked and unlinked loads,Non-Security
SeqReq,ePurse,Authorizations for load transactions require a form of cardholder authentication for funds requests,Security
SeqReq,ePurse,The load device must support on-line PIN encryption or off-line PIN verification,Security
SeqReq,ePurse,The load device which supports only off-line PIN verification must support both the off-line PIN encryption method and the off-line PIN plain text verification method as defined in EMV,Security
SeqReq,ePurse,"Unload transactions do not require cardholder authentication. (However, an acquirerƒ??s devices may be configured such that authentication is required for access.)",Security
SeqReq,ePurse,The architecture for the electronic purse should not preclude the eventual deployment of a variety of devices to meet the needs of many card acceptance environments. Unload must not be precluded from being supported on any or all of these devices at the option of the acquirer,Non-Security
PROMISE-NFR-V2,1,'The system shall refresh the display every 60 seconds.',Non-Security
PROMISE-NFR-V2,1,'The application shall match the color of the schema set forth by Department of Homeland Security',Non-Security
PROMISE-NFR-V2,1,'If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30',Non-Security
PROMISE-NFR-V2,1,'The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation.',Non-Security
PROMISE-NFR-V2,1,'If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100',Non-Security
PROMISE-NFR-V2,1,'The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts',Security
PROMISE-NFR-V2,1,'The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.',Non-Security
PROMISE-NFR-V2,1,'The product shall respond fast to keep up-to-date data in the display.',Non-Security
PROMISE-NFR-V2,2,'The look and feel of the system shall conform to the user interface standards of the smart device.',Non-Security
PROMISE-NFR-V2,2,'The user interface shall have standard menus buttons for navigation',Non-Security
PROMISE-NFR-V2,2,'The system shall have a professional appearance',Non-Security
PROMISE-NFR-V2,2,'The product shall have a consistent color scheme and fonts.',Non-Security
PROMISE-NFR-V2,2,'The system shall be used by realtors with no training.',Non-Security
PROMISE-NFR-V2,2,'The system shall be intuitive and self explanatory.',Non-Security
PROMISE-NFR-V2,2,'The product shall be easy for a realtor to learn.',Non-Security
PROMISE-NFR-V2,2,'The product shall use symbols and words that are naturally understandable by the realtor community.',Non-Security
PROMISE-NFR-V2,2,'The product shall produce search results in an acceptable time',Non-Security
PROMISE-NFR-V2,2,'The search results shall be returned no later 30 seconds after the user has entered the search criteria',Non-Security
PROMISE-NFR-V2,2,'The product shall generate a CMA report in an acceptable time.',Non-Security
PROMISE-NFR-V2,2,'The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.',Non-Security
PROMISE-NFR-V2,2,'The product shall synchronize contacts and appointments in an acceptable time.',Non-Security
PROMISE-NFR-V2,2,'The product shall synchronize with the office system every hour.',Non-Security
PROMISE-NFR-V2,2,'The product shall be available for use 24 hours per day 365 days per year',Non-Security
PROMISE-NFR-V2,2,'Out of 1000 accesses to the system the system is available 999 times.',Non-Security
PROMISE-NFR-V2,2,'The product shall operate in offline mode whenever internet connection is unavailable.',Non-Security
PROMISE-NFR-V2,2,'The product shall allow the user to view previously downloaded search results CMA reports and appointments.',Non-Security
PROMISE-NFR-V2,2,'The product shall retain user preferences in the event of a failure.',Non-Security
PROMISE-NFR-V2,2,'100% of saved user preferences shall be restored when system comes back online.',Non-Security
PROMISE-NFR-V2,2,'The product shall be able to support multiple remote users',Non-Security
PROMISE-NFR-V2,2,'The product shall be able support 1000 simultaneous users.',Non-Security
PROMISE-NFR-V2,2,'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',Non-Security
PROMISE-NFR-V2,2,'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',Non-Security
PROMISE-NFR-V2,2,'90% of untrained realtors shall be able to install the product on their device without printed instructions',Non-Security
PROMISE-NFR-V2,2,'Only registered realtors shall be able to access the system.',Security
PROMISE-NFR-V2,2,'Every user of the system shall be authenticated and authorized.',Security
PROMISE-NFR-V2,2,'The product shall prevent its data from incorrect data being introduced.',Security
PROMISE-NFR-V2,3,'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',Non-Security
PROMISE-NFR-V2,3,'All of the users shall be able to use the system after one day of training.',Non-Security
PROMISE-NFR-V2,3,'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',Non-Security
PROMISE-NFR-V2,3,'The number of mistakes noted by the students shall be decreased by 50% in the first year.',Non-Security
PROMISE-NFR-V2,3,'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',Non-Security
PROMISE-NFR-V2,3,'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',Non-Security
PROMISE-NFR-V2,3,'The system shall use symbols and words that are naturally understandable by the user community.',Non-Security
PROMISE-NFR-V2,3,'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',Non-Security
PROMISE-NFR-V2,3,'Staff members shall be able to complete a set of tasks in a timely manner.',Non-Security
PROMISE-NFR-V2,3,'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',Non-Security
PROMISE-NFR-V2,3,'The system shall be available for use between the hours of 8am and 6pm.',Non-Security
PROMISE-NFR-V2,3,'The system shall achieve 95% up time.',Non-Security
PROMISE-NFR-V2,3,'system shall be able to handle all of the user requests/usage during business hours.',Non-Security
PROMISE-NFR-V2,3,'The system shall cater to 10 simultaneous users from 9am to 5pm.',Non-Security
PROMISE-NFR-V2,3,'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',Non-Security
PROMISE-NFR-V2,3,'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',Non-Security
PROMISE-NFR-V2,3,'The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.',Non-Security
PROMISE-NFR-V2,3,'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',Non-Security
PROMISE-NFR-V2,3,'The system shall operate within the Windows XP Professional operating system.',Non-Security
PROMISE-NFR-V2,3,'The system shall interface with CampusConnect’s central server',Non-Security
PROMISE-NFR-V2,3,'The system shall interface with the faculty central server.',Non-Security
PROMISE-NFR-V2,3,'The system shall interface with the student master server.',Non-Security
PROMISE-NFR-V2,3,'We must be able to interface with any HTML browser.',Non-Security
PROMISE-NFR-V2,3,'Only authorized users shall have access to clinical site information.',Security
PROMISE-NFR-V2,3,'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',Security
PROMISE-NFR-V2,3,'Only authorized users shall have access to students’ personal information.',Security
PROMISE-NFR-V2,3,'Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.',Security
PROMISE-NFR-V2,3,'Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.',Security
PROMISE-NFR-V2,3,'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',Security
PROMISE-NFR-V2,3,'The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.',Security
PROMISE-NFR-V2,3,'The system shall protect private information in accordance with the organization’s information policy.',Security
PROMISE-NFR-V2,3,'The system shall be built such that it is as secure as possible from malicious interference.',Security
PROMISE-NFR-V2,3,'The system shall use the organization’s standard virus protection software to help monitor threats to itself.',Security
PROMISE-NFR-V2,4,'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',Non-Security
PROMISE-NFR-V2,4,'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',Non-Security
PROMISE-NFR-V2,4,'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',Non-Security
PROMISE-NFR-V2,4,'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',Non-Security
PROMISE-NFR-V2,4,'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',Non-Security
PROMISE-NFR-V2,4,'100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.',Non-Security
PROMISE-NFR-V2,4,'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.',Non-Security
PROMISE-NFR-V2,4,'The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall interface with the Letters application. This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant’s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.',Security
PROMISE-NFR-V2,4,'Only users with Update access must be able to initiate dispute requests.',Security
PROMISE-NFR-V2,4,'The Disputes application shall ensure that only authorized users are allowed to logon to the application.',Security
PROMISE-NFR-V2,4,'All authorized users once authenticated must be able to logon to the Disputes System',Security
PROMISE-NFR-V2,4,'The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.',Security
PROMISE-NFR-V2,4,'All additions of new users and modifications to user’s access shall be recorded on the User Report.',Security
PROMISE-NFR-V2,4,'If a user account is revoked it can only be re-instantiated by the System Administrator.',Security
PROMISE-NFR-V2,4,'Only the System Administrator shall be able to reset a revoked user logon account',Security
PROMISE-NFR-V2,4,'The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.',Security
PROMISE-NFR-V2,4,'All updates to data files or database must be initiated from the Disputes System.',Security
PROMISE-NFR-V2,4,'The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.',Non-Security
PROMISE-NFR-V2,4,'All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',Non-Security
PROMISE-NFR-V2,4,'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',Non-Security
PROMISE-NFR-V2,4,'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',Non-Security
PROMISE-NFR-V2,4,'All actions that modify an existing dispute case must be recorded in the case history.',Non-Security
PROMISE-NFR-V2,5,'The product must support Internet Explorer 5.5 and above.',Non-Security
PROMISE-NFR-V2,5,'The product must support Mozilla Firefox 1.0 and above.',Non-Security
PROMISE-NFR-V2,5,'The product shall interface with the Choice Parts System. This provides the feed of recycled parts data.',Non-Security
PROMISE-NFR-V2,5,'The product shall run on the existing hardware for all environments.',Non-Security
PROMISE-NFR-V2,5,'The product shall adhere to the corporate Architecture guidelines',Non-Security
PROMISE-NFR-V2,5,'The product shall comply with corporate User Interface Guidelines',Non-Security
PROMISE-NFR-V2,5,'The product shall comply with corporate color scheme',Non-Security
PROMISE-NFR-V2,5,'The appearance of the product shall appear professional',Non-Security
PROMISE-NFR-V2,5,'The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.',Non-Security
PROMISE-NFR-V2,5,'The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.',Non-Security
PROMISE-NFR-V2,5,'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',Non-Security
PROMISE-NFR-V2,5,'The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training',Non-Security
PROMISE-NFR-V2,5,'The user shall easily locate instructions while using the product. User help can be found within 90% of the system.',Non-Security
PROMISE-NFR-V2,5,'The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.',Non-Security
PROMISE-NFR-V2,5,'The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds',Non-Security
PROMISE-NFR-V2,5,'The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.',Non-Security
PROMISE-NFR-V2,5,'The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.',Non-Security
PROMISE-NFR-V2,5,'The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.',Non-Security
PROMISE-NFR-V2,5,'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',Non-Security
PROMISE-NFR-V2,5,'The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.',Non-Security
PROMISE-NFR-V2,5,'The average number of recycled parts records per day shall be 50 000.',Non-Security
PROMISE-NFR-V2,5,'The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.',Non-Security
